ID,Title,website,seniorly_url,normalized_types,Slug
,Senior Paradise Living,https://www.seniorly.com/assisted-living/arizona/scottsdale/senior-paradise-living,https://www.seniorly.com/assisted-living/arizona/scottsdale/senior-paradise-living,"Assisted Living Community, Assisted Living Home",senior-paradise-living-2
,Arabian Views Assisted Living One,https://www.seniorly.com/assisted-living/arizona/scottsdale/arabian-views-assisted-living-one,https://www.seniorly.com/assisted-living/arizona/scottsdale/arabian-views-assisted-living-one,"Assisted Living Community, Assisted Living Home",arabian-views-assisted-living-one
,At Home In Shea,https://www.seniorly.com/assisted-living/arizona/phoenix/at-home-in-shea,https://www.seniorly.com/assisted-living/arizona/phoenix/at-home-in-shea,Assisted Living Community,at-home-in-shea
,Tatum Quality Care Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/tatum-quality-care-assisted-living-home,https://www.seniorly.com/assisted-living/arizona/phoenix/tatum-quality-care-assisted-living-home,"Assisted Living Community, Assisted Living Home",tatum-quality-care-assisted-living
,Biltmore Care Home 2,https://www.seniorly.com/assisted-living/arizona/phoenix/biltmore-care-home-2,https://www.seniorly.com/assisted-living/arizona/phoenix/biltmore-care-home-2,Assisted Living Community,biltmore-care-home-2
,Soft Touch Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/soft-touch-assisted-living,https://www.seniorly.com/assisted-living/arizona/phoenix/soft-touch-assisted-living,Assisted Living Community,soft-touch-assisted-living
,Monterey Geriatric Care,https://www.seniorly.com/assisted-living/arizona/scottsdale/monterey-geriatric-care,https://www.seniorly.com/assisted-living/arizona/scottsdale/monterey-geriatric-care,"Assisted Living Community, Assisted Living Home",monterey-geriatric-care
,Royal Palms I Assisted Living,https://www.seniorly.com/assisted-living/arizona/scottsdale/royal-palms-i-assisted-living,https://www.seniorly.com/assisted-living/arizona/scottsdale/royal-palms-i-assisted-living,"Assisted Living Community, Assisted Living Home",royal-palms-i-assisted-living
,Paradise Valley Assisted Living,https://www.seniorly.com/assisted-living/arizona/scottsdale/paradise-valley-assisted-living,https://www.seniorly.com/assisted-living/arizona/scottsdale/paradise-valley-assisted-living,"Assisted Living Community, Assisted Living Home",paradise-valley-assisted-living
,Sv Assisted Living 2,https://www.seniorly.com/assisted-living/arizona/scottsdale/sv-assisted-living-home-2,https://www.seniorly.com/assisted-living/arizona/scottsdale/sv-assisted-living-home-2,Assisted Living Community,sv-assisted-living-2
,Lianns Homes 5,https://www.seniorly.com/assisted-living/arizona/scottsdale/liann-s-homes-5,https://www.seniorly.com/assisted-living/arizona/scottsdale/liann-s-homes-5,"Assisted Living Community, Assisted Living Home",lianns-homes-5
,Bella Vita Residential Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/bella-vita-residential-assisted-living,https://www.seniorly.com/assisted-living/arizona/phoenix/bella-vita-residential-assisted-living,Assisted Living Community,bella-vita-residential-assisted-living
,Country Manor Assisted Living Center,https://www.seniorly.com/assisted-living/arizona/phoenix/country-manor-assisted-living-center-llc,https://www.seniorly.com/assisted-living/arizona/phoenix/country-manor-assisted-living-center-llc,Assisted Living Community,country-manor-assisted-living-center
,Scottsdale Casa De Paradise,https://www.seniorly.com/assisted-living/arizona/scottsdale/scottsdale-casa-de-paradise,https://www.seniorly.com/assisted-living/arizona/scottsdale/scottsdale-casa-de-paradise,"Assisted Living Community, Assisted Living Home",scottsdale-casa-de-paradise
,Sunnyhill Adult Care Home Ii,https://www.seniorly.com/assisted-living/arizona/scottsdale/sunnyhill-adult-care-home-ii,https://www.seniorly.com/assisted-living/arizona/scottsdale/sunnyhill-adult-care-home-ii,"Assisted Living Community, Assisted Living Home",sunnyhill-adult-care-home-ii
,Desert Springs Scottsdale South,https://www.seniorly.com/assisted-living/arizona/scottsdale/desert-springs-scottsdale-south,https://www.seniorly.com/assisted-living/arizona/scottsdale/desert-springs-scottsdale-south,"Assisted Living Community, Assisted Living Home",desert-springs-scottsdale-south
,Gayles Manor East,https://www.seniorly.com/assisted-living/arizona/phoenix/gayle-s-manor-east-llc,https://www.seniorly.com/assisted-living/arizona/phoenix/gayle-s-manor-east-llc,"Assisted Living Community, Assisted Living Home",gayles-manor-east
,Blue Sage Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/blue-sage-assisted-living,https://www.seniorly.com/assisted-living/arizona/phoenix/blue-sage-assisted-living,Assisted Living Community,blue-sage-assisted-living
,Calinis Alos Ii,https://www.seniorly.com/assisted-living/arizona/scottsdale/calini-s-alos-ii,https://www.seniorly.com/assisted-living/arizona/scottsdale/calini-s-alos-ii,"Assisted Living Community, Assisted Living Home",calinis-alos-ii
,Avant One Assisted Living,https://www.seniorly.com/assisted-living/arizona/scottsdale/avant-one-assisted-living-llc,https://www.seniorly.com/assisted-living/arizona/scottsdale/avant-one-assisted-living-llc,"Assisted Living Community, Assisted Living Home",avant-one-assisted-living
,Golden Years Resort,https://www.seniorly.com/assisted-living/arizona/scottsdale/golden-years-resort,https://www.seniorly.com/assisted-living/arizona/scottsdale/golden-years-resort,Assisted Living Community,golden-years-resort
,Evergreen Assisted Living,https://www.seniorly.com/assisted-living/arizona/scottsdale/evergreen-assisted-living,https://www.seniorly.com/assisted-living/arizona/scottsdale/evergreen-assisted-living,"Assisted Living Community, Assisted Living Home",evergreen-assisted-living-2
,Harts Home Exceptional Elder Care,https://www.seniorly.com/assisted-living/arizona/scottsdale/harts-home-exceptional-elder-care,https://www.seniorly.com/assisted-living/arizona/scottsdale/harts-home-exceptional-elder-care,"Assisted Living Community, Assisted Living Home",harts-home-exceptional-elder-care
,Summa Care Scottsdale,https://www.seniorly.com/assisted-living/arizona/scottsdale/summa-care-scottsdale,https://www.seniorly.com/assisted-living/arizona/scottsdale/summa-care-scottsdale,"Assisted Living Community, Assisted Living Home",summa-care-scottsdale
,Lianns Homes 1,https://www.seniorly.com/assisted-living/arizona/scottsdale/liann-s-homes-1,https://www.seniorly.com/assisted-living/arizona/scottsdale/liann-s-homes-1,"Assisted Living Community, Assisted Living Home",lianns-homes-1
,Arcadia Home Care,https://www.seniorly.com/assisted-living/arizona/phoenix/arcadia-home-care-llc,https://www.seniorly.com/assisted-living/arizona/phoenix/arcadia-home-care-llc,"Assisted Living Community, Assisted Living Home",arcadia-home-care-2
,Buenavante Alh,https://www.seniorly.com/assisted-living/arizona/scottsdale/buenavante-alh,https://www.seniorly.com/assisted-living/arizona/scottsdale/buenavante-alh,Assisted Living Community,buenavante-alh
,Villa On Sweetwater,https://www.seniorly.com/assisted-living/arizona/scottsdale/villa-on-sweetwater,https://www.seniorly.com/assisted-living/arizona/scottsdale/villa-on-sweetwater,"Assisted Living Community, Assisted Living Home",villa-on-sweetwater
,Comfort Givers Assisted Living,https://www.seniorly.com/assisted-living/arizona/scottsdale/comfort-givers-assisted-living-incorporated,https://www.seniorly.com/assisted-living/arizona/scottsdale/comfort-givers-assisted-living-incorporated,"Assisted Living Community, Assisted Living Home",comfort-givers-assisted-living
,Lending Hand Scottsdale A L,https://www.seniorly.com/assisted-living/arizona/scottsdale/lending-hand-scottsdale-a-l,https://www.seniorly.com/assisted-living/arizona/scottsdale/lending-hand-scottsdale-a-l,"Assisted Living Community, Assisted Living Home",lending-hand-scottsdale-a-l
,Adagio Gardens,https://www.seniorly.com/assisted-living/arizona/phoenix/adagio-gardens,https://www.seniorly.com/assisted-living/arizona/phoenix/adagio-gardens,"Assisted Living Community, Assisted Living Home",adagio-gardens
,K R Assisted Living,https://www.seniorly.com/assisted-living/arizona/tempe/k-r-assisted-living-home,https://www.seniorly.com/assisted-living/arizona/tempe/k-r-assisted-living-home,"Assisted Living Community, Assisted Living Home",k-r-assisted-living
,Comfort Givers Ii,https://www.seniorly.com/assisted-living/arizona/scottsdale/comfort-givers-ii-assisted-living-llc,https://www.seniorly.com/assisted-living/arizona/scottsdale/comfort-givers-ii-assisted-living-llc,"Assisted Living Community, Assisted Living Home",comfort-givers-ii
,Casa Del Sol Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/casa-del-sol-assisted-living-llc,https://www.seniorly.com/assisted-living/arizona/phoenix/casa-del-sol-assisted-living-llc,"Assisted Living Community, Assisted Living Home",casa-del-sol-assisted-living
,Above Beyond Assisted Living,https://www.seniorly.com/assisted-living/arizona/scottsdale/above-beyond-assisted-living,https://www.seniorly.com/assisted-living/arizona/scottsdale/above-beyond-assisted-living,"Assisted Living Community, Assisted Living Home",above-beyond-assisted-living
,Dream Catcher Assisted Living,https://www.seniorly.com/assisted-living/arizona/scottsdale/dream-catcher-assisted-living-home,https://www.seniorly.com/assisted-living/arizona/scottsdale/dream-catcher-assisted-living-home,"Assisted Living Community, Assisted Living Home",dream-catcher-assisted-living
,Top Quality Alh,https://www.seniorly.com/assisted-living/arizona/scottsdale/top-quality-a-l-h,https://www.seniorly.com/assisted-living/arizona/scottsdale/top-quality-a-l-h,"Assisted Living Community, Assisted Living Home",top-quality-alh
,Caring Hearts Assisted Care Home,https://www.seniorly.com/assisted-living/arizona/phoenix/caring-hearts-assisted-care-home,https://www.seniorly.com/assisted-living/arizona/phoenix/caring-hearts-assisted-care-home,Assisted Living Community,caring-hearts-assisted-care-home
,Footsteps Assisted Living Care Home,https://www.seniorly.com/assisted-living/arizona/phoenix/footsteps-assisted-living-care-home,https://www.seniorly.com/assisted-living/arizona/phoenix/footsteps-assisted-living-care-home,"Assisted Living Community, Assisted Living Home",footsteps-assisted-living-care-home
,Healing Gardens Assisted Living Care Home,https://www.seniorly.com/assisted-living/arizona/phoenix/healing-gardens-assisted-living-care-home-llc,https://www.seniorly.com/assisted-living/arizona/phoenix/healing-gardens-assisted-living-care-home-llc,"Assisted Living Community, Assisted Living Home",healing-gardens-assisted-living-care-home-2
,Desert Oasis,https://www.seniorly.com/assisted-living/arizona/phoenix/desert-oasis,https://www.seniorly.com/assisted-living/arizona/phoenix/desert-oasis,"Assisted Living Community, Assisted Living Home",desert-oasis
,Katies Care Home,https://www.seniorly.com/assisted-living/arizona/scottsdale/katie-s-care-home,https://www.seniorly.com/assisted-living/arizona/scottsdale/katie-s-care-home,"Assisted Living Community, Assisted Living Home",katies-care-home
,Scottsdale Diamond Ii,https://www.seniorly.com/assisted-living/arizona/scottsdale/scottsdale-diamond-ii,https://www.seniorly.com/assisted-living/arizona/scottsdale/scottsdale-diamond-ii,"Assisted Living Community, Assisted Living Home",scottsdale-diamond-ii
,Arizona Senior Living Home 1,https://www.seniorly.com/assisted-living/arizona/scottsdale/arizona-senior-living-home-1,https://www.seniorly.com/assisted-living/arizona/scottsdale/arizona-senior-living-home-1,"Assisted Living Community, Assisted Living Home",arizona-senior-living-home-1
,Arizona Senior Living Home 2,https://www.seniorly.com/assisted-living/arizona/scottsdale/arizona-senior-living-home-2,https://www.seniorly.com/assisted-living/arizona/scottsdale/arizona-senior-living-home-2,"Assisted Living Community, Assisted Living Home",arizona-senior-living-home-2
,Arizona Senior Living Home 3,https://www.seniorly.com/assisted-living/arizona/scottsdale/arizona-senior-living-home-3,https://www.seniorly.com/assisted-living/arizona/scottsdale/arizona-senior-living-home-3,"Assisted Living Community, Assisted Living Home",arizona-senior-living-home-3
,Cactus Glen Care Home,https://www.seniorly.com/assisted-living/arizona/scottsdale/cactus-glen-care-home,https://www.seniorly.com/assisted-living/arizona/scottsdale/cactus-glen-care-home,"Assisted Living Community, Assisted Living Home",cactus-glen-care-home
,Sun View Estate Home Care Iv,https://www.seniorly.com/assisted-living/arizona/scottsdale/sun-view-estate-home-care-iv,https://www.seniorly.com/assisted-living/arizona/scottsdale/sun-view-estate-home-care-iv,"Assisted Living Community, Assisted Living Home",sun-view-estate-home-care-iv
,Sunnyside Scottsdale,https://www.seniorly.com/assisted-living/arizona/scottsdale/sunnyside-scottsdale-llc,https://www.seniorly.com/assisted-living/arizona/scottsdale/sunnyside-scottsdale-llc,"Assisted Living Community, Assisted Living Home",sunnyside-scottsdale
,All Yours Assisted Living,https://www.seniorly.com/assisted-living/arizona/scottsdale/all-yours-assisted-living,https://www.seniorly.com/assisted-living/arizona/scottsdale/all-yours-assisted-living,"Assisted Living Community, Assisted Living Home",all-yours-assisted-living
,A Tender Touch Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/a-tender-touch-assisted-living-home,https://www.seniorly.com/assisted-living/arizona/phoenix/a-tender-touch-assisted-living-home,"Assisted Living Community, Assisted Living Home",a-tender-touch-assisted-living
,Jade Royale Care Home On Paradise Lane,https://www.seniorly.com/assisted-living/arizona/scottsdale/jade-royale-care-home-on-paradise-lane,https://www.seniorly.com/assisted-living/arizona/scottsdale/jade-royale-care-home-on-paradise-lane,"Assisted Living Community, Assisted Living Home",jade-royale-care-home-on-paradise-lane
